"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano";"proposicao_titulo"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617731";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617731";"Requerimento de Retirada de Matéria da Pauta - PL 3025/2023";"328";"RPD";"35";"";"RPD 35 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617732";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617732";"Votação Nominal do Requerimento de Retirada de Pauta - PL 3025/2023-Requerimento de Retirada de Matéria da Pauta - PL 3025/2023";"1051";"RPD";"36";"";"RPD 36 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617735";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617735";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"870";"EMP";"10";"";"EMP 10 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617748";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617748";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"870";"EMP";"11";"";"EMP 11 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617771";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617771";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"870";"EMP";"12";"";"EMP 12 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617780";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617780";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"870";"EMP";"13";"";"EMP 13 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617789";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617789";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"870";"EMP";"14";"";"EMP 14 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617813";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617813";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"870";"EMP";"15";"";"EMP 15 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617861";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617861";"Inclui o Artigo 10-A ao Substitutivo apresentado ao Projeto de Lei nº 3025, de 2023";"870";"EMP";"16";"";"EMP 16 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617896";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617896";"Parecer proferido em Plenário pelo Relator, Dep. Marx Beltrão (PP-AL) pela:
• Comissão de Minas e Energia, que conclui pela aprovação do Projeto de Lei nº 3.025, de 2023, na forma do Substitutivo adotado.
• Comissão de Finanças e Tributação, que conclui pela não implicação financeira ou orçamentária do Projeto em receitas ou despesas públicas da União e pela compatibilidade e adequação financeira e orçamentária do Substitutivo adotado pelo relator da Comissão de Minas e Energia; e, no mérito, pela aprovação da matéria, na forma do Substitutivo adotado pelo relator da Comissão de Minas e Energia.
• Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica; e, no mérito, pela aprovação da matéria, na forma do Substitutivo adotado pelo relator da Comissão de Minas e Energia";"192";"PPP";"1";"";"PPP 1 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617908";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617908";"";"255";"SBT";"1";"";"SBT 1 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617912";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617912";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"1001";"PRLE";"1";"";"PRLE 1 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2617919";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2617919";"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Marx Beltrão (PP-AL) pela:
• Comissão de Minas e Energia, que conclui pela aprovação das Emendas de Plenário nºs 5 e 10, na forma da Subemenda Substitutiva adotada, e pela rejeição das demais Emendas de Plenário.
• Comissão de Finanças e Tributação, que conclui pela não implicação orçamentária e financeira das Emendas de Plenário nºs 1 a 16; e, no mérito, pela aprovação das Emendas de Plenário nºs 5 e 10, na forma da Subemenda Substitutiva adotada pelo relator da Comissão de Minas e Energia, e pela rejeição das demais Emendas de Plenário.
• Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; e, no mérito, pela aprovação das Emendas de Plenário nºs 5 e 10, na forma da Subemenda Substitutiva adotada pelo relator da Comissão de Minas e Energia, e pela rejeição das demais Emendas de Plenário.";"442";"PEP";"1";"";"PEP 1 => PL 3025/2023"
"2368697-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-62";"2026-04-22";"Rejeitada a Emenda de Plenário nº 4.";"2620182";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2620182";"Redação Final ao PL 3025/2023";"197";"RDF";"1";"";"RDF 1 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2371768";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"392";"REQ";"2122";"2023";"REQ 2122/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2409511";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511";"Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.";"304";"REQ";"4187";"2023";"REQ 4187/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2411880";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880";"Dispõe sobre normas de controle de origem,
compra, venda e transporte de ouro no território
nacional e altera a Lei nº 7.766, de 11 de maio de
1989.";"891";"PRLP";"1";"";"PRLP 1 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2416132";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132";"Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.";"304";"REQ";"4449";"2023";"REQ 4449/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2585471";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"891";"PRLP";"2";"";"PRLP 2 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2593379";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"891";"PRLP";"3";"";"PRLP 3 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2613950";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613950";"Requerimento de Retirada de Matéria da Pauta - PL 3025/2023";"328";"RPD";"1";"";"RPD 1 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2613951";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613951";"Votação Nominal do Requerimento de Retirada de Pauta - PL 3025/2023-Requerimento de Retirada de Matéria da Pauta - PL 3025/2023";"1051";"RPD";"2";"";"RPD 2 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2613952";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613952";"Requerimento de Adiamento da Discussão Matéria Urgente - PL 3025/2023";"892";"RPD";"3";"";"RPD 3 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2613953";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613953";"Votação Nominal do Requerimento de Adiamento da Discussão Matéria Urgente - PL 3025/2023-Requerimento de Adiamento da Discussão Matéria Urgente - PL 3025/2023";"1041";"RPD";"4";"";"RPD 4 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2613954";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613954";"Requerimento de Adiamento da Votação Matéria Urgente - PL 3025/2023";"467";"RPD";"5";"";"RPD 5 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2613955";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613955";"Votação Nominal do Requerimento de Adiamento da Votação Matéria Urgente - PL 3025/2023-Requerimento de Adiamento da Votação Matéria Urgente - PL 3025/2023";"1043";"RPD";"6";"";"RPD 6 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2613956";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613956";"Requerimento de Votação Nominal - PL 3025/2023";"332";"RPD";"7";"";"RPD 7 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614025";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614025";"Requerimento de Retirada de Matéria da Pauta - PL 3025/2023";"328";"RPD";"8";"";"RPD 8 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614027";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614027";"Requerimento de Adiamento da Discussão Matéria Urgente - PL 3025/2023";"892";"RPD";"9";"";"RPD 9 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614029";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614029";"Requerimento de Adiamento da Votação Matéria Urgente - PL 3025/2023";"467";"RPD";"10";"";"RPD 10 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614396";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614396";"Destaque para Votação em Separado - PL 3025/2023";"846";"DTQ";"1";"";"DTQ 1 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614397";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614397";"Votação Nominal do Destaque para Votação em Separado - PL 3025/2023-Destaque para Votação em Separado - PL 3025/2023";"1053";"RPD";"11";"";"RPD 11 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614406";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614406";"Destaque de Preferência - PL 3025/2023";"1012";"DTQ";"2";"";"DTQ 2 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614407";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614407";"Votação Nominal do Destaque de Preferência - PL 3025/2023-Destaque de Preferência - PL 3025/2023";"1056";"RPD";"12";"";"RPD 12 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614476";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614476";"Requerimento de Retirada de Matéria da Pauta - PL 3025/2023";"328";"RPD";"13";"";"RPD 13 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614477";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614477";"Votação Nominal do Requerimento de Retirada de Pauta - PL 3025/2023-Requerimento de Retirada de Matéria da Pauta - PL 3025/2023";"1051";"RPD";"14";"";"RPD 14 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614478";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614478";"Requerimento de Adiamento da Discussão - PL 3025/2023";"892";"RPD";"15";"";"RPD 15 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614479";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614479";"Requerimento de Adiamento da Votação";"467";"RPD";"16";"";"RPD 16 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614480";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614480";"Votação Nominal do Requerimento de Adiamento da Votação - PL 3025/2023-Requerimento de Adiamento da Votação";"1043";"RPD";"17";"";"RPD 17 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614565";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614565";"Destaque para Votação em Separado - PL 3025/2023";"846";"DTQ";"3";"";"DTQ 3 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614566";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614566";"Votação Nominal do Destaque para Votação em Separado - PL 3025/2023-Destaque para Votação em Separado - PL 3025/2023";"1053";"RPD";"18";"";"RPD 18 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614571";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614571";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"870";"EMP";"1";"";"EMP 1 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614589";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614589";"Requerimento de Retirada de Matéria da Pauta - PL 3025/2023";"328";"RPD";"19";"";"RPD 19 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614590";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614590";"Votação Nominal do Requerimento de Retirada de Pauta - PL 3025/2023-Requerimento de Retirada de Matéria da Pauta - PL 3025/2023";"1051";"RPD";"20";"";"RPD 20 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614600";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614600";"Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.";"870";"EMP";"2";"";"EMP 2 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614618";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614618";"Destaque para Votação em Separado - PL 3025/2023";"846";"DTQ";"4";"";"DTQ 4 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614619";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614619";"Votação Nominal do Destaque para Votação em Separado - PL 3025/2023-Destaque para Votação em Separado - PL 3025/2023";"1053";"RPD";"21";"";"RPD 21 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614620";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614620";"Destaque para Votação em Separado - PL 3025/2023";"846";"DTQ";"5";"";"DTQ 5 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614621";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614621";"Votação Nominal do Destaque para Votação em Separado - PL 3025/2023-Destaque para Votação em Separado - PL 3025/2023";"1053";"RPD";"22";"";"RPD 22 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614622";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614622";"Destaque para Votação em Separado - PL 3025/2023";"846";"DTQ";"6";"";"DTQ 6 => PL 3025/2023"
"2368697-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2368697-65";"2026-04-22";"Mantido o texto.";"2614623";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614623";"Votação Nominal do Destaque para Votação em Separado - PL 3025/2023-Destaque para Votação em Separado - PL 3025/2023";"1053";"RPD";"23";"";"RPD 23 => PL 3025/2023"
